time,ECI_X,ECI_Y,ECI_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega,lat,lon,alt
6.5305960282e+03,-3.1581355273e+04,4.4064905979e+03,-4.5156417713e+00,-4.1147500988e+00,-1.6720469002e+00,-5.8758705165e-04,4.4414985711e+00,3.1887288701e+04,-2.6317373884e+00,7.5698624367e+04,3.0307372422e-05,2.0731540893e+05,7.0937115536e+04,-1.0139561644e+01,2.3941992380e-02,7.0937114811e+04,9.1277633326e-01,6.9271770932e-01,5.9439279940e-01,9.8814604833e-05,1.2629510454e+04,1.4479453715e+05,6.6027115846e+03,3.0919841006e+04,2.2938051754e+00,8.8399687387e-01,1.7816580372e-01,1.0461908252e+00,1.4293772574e-04,1.5731575677e+00,2.2823118370e+00,-1.3815822190e-04,5.6153695477e-01,2.5609288699e+04
6.5970335011e+03,-3.1853876669e+04,4.2952864539e+03,-4.5545577047e+00,-4.0891610281e+00,-1.6755573393e+00,-5.8392781137e-04,4.4191323415e+00,3.2142168024e+04,-2.6317431039e+00,7.5698459969e+04,3.0307471152e-05,2.0731473357e+05,7.0937115536e+04,-1.0139559808e+01,2.3955379469e-02,7.0937114811e+04,9.1277613478e-01,6.9271767327e-01,5.9439253663e-01,9.8814469662e-05,1.2629510454e+04,1.4479420767e+05,6.6027122697e+03,3.0919807431e+04,2.2984036069e+00,8.8875902511e-01,1.8017998024e-01,1.0478732273e+00,1.4293770010e-04,1.5731588884e+00,2.2823129649e+00,-1.3824387193e-04,5.6129049760e-01,2.5864168023e+04
6.6634709741e+03,-3.2124710880e+04,4.1838547732e+03,-4.5932323722e+00,-4.0639583090e+00,-1.6788977072e+00,-5.8032386550e-04,4.3970961993e+00,3.2396013813e+04,-2.6317486188e+00,7.5698301340e+04,3.0307566418e-05,2.0731408192e+05,7.0937115536e+04,-1.0139558073e+01,2.3968468419e-02,7.0937114811e+04,9.1277594327e-01,6.9271763951e-01,5.9439228188e-01,9.8814338306e-05,1.2629510454e+04,1.4479388975e+05,6.6027129308e+03,3.0919775034e+04,2.3029298262e+00,8.9348361941e-01,1.8219414827e-01,1.0495230830e+00,1.4293767680e-04,1.5731601797e+00,2.2823140685e+00,-1.3832532165e-04,5.6097183029e-01,2.6118013811e+04
6.7299084471e+03,-3.2393883250e+04,4.0722066280e+03,-4.6316694006e+00,-4.0391322051e+00,-1.6820747749e+00,-5.7677381952e-04,4.3753816807e+00,3.2648837043e+04,-2.6317539424e+00,7.5698148217e+04,3.0307658378e-05,2.0731345288e+05,7.0937115536e+04,-1.0139556435e+01,2.3981268698e-02,7.0937114811e+04,9.1277575840e-01,6.9271760789e-01,5.9439203483e-01,9.8814210618e-05,1.2629510454e+04,1.4479358286e+05,6.6027135690e+03,3.0919743761e+04,2.3073858028e+00,8.9817139299e-01,1.8420830808e-01,1.0511413017e+00,1.4293765350e-04,1.5731614425e+00,2.2823151484e+00,-1.3840273863e-04,5.6058292801e-01,2.6370837041e+04
6.7989688750e+03,-3.2671947536e+04,3.9559325712e+03,-4.6713758243e+00,-4.0137150810e+00,-1.6852110983e+00,-5.7313930541e-04,4.3531420291e+00,3.2910569428e+04,-2.6317592826e+00,7.5697994616e+04,3.0307750625e-05,2.0731282189e+05,7.0937115536e+04,-1.0139554830e+01,2.3994278096e-02,7.0937114811e+04,9.1277557295e-01,6.9271757717e-01,5.9439178586e-01,9.8814081627e-05,1.2629510454e+04,1.4479327502e+05,6.6027142091e+03,3.0919712391e+04,2.3119452785e+00,9.0300597689e-01,1.8630197864e-01,1.0527908111e+00,1.4293763098e-04,1.5731627259e+00,2.2823162467e+00,-1.3847910864e-04,5.6010625349e-01,2.6632569427e+04
6.8680293029e+03,-3.2948269911e+04,3.8394475713e+03,-4.7108331655e+00,-3.9886845390e+00,-1.6881848363e+00,-5.6956011557e-04,4.3312322401e+00,3.3171220507e+04,-2.6317644345e+00,7.5697846430e+04,3.0307839621e-05,2.0731221314e+05,7.0937115536e+04,-1.0139553319e+01,2.4006995184e-02,7.0937114811e+04,9.1277539404e-01,6.9271754849e-01,5.9439154453e-01,9.8813956298e-05,1.2629510454e+04,1.4479297803e+05,6.6027148267e+03,3.0919682127e+04,2.3164329496e+00,9.0780232458e-01,1.8839564094e-01,1.0544080245e+00,1.4293761078e-04,1.5731639804e+00,2.2823173211e+00,-1.3855146425e-04,5.5955777636e-01,2.6893220506e+04
6.9370897309e+03,-3.3222876730e+04,3.7227626282e+03,-4.7500451960e+00,-3.9640307364e+00,-1.6910025518e+00,-5.6603484039e-04,4.3096437939e+00,3.3430802000e+04,-2.6317694068e+00,7.5697703410e+04,3.0307925514e-05,2.0731162561e+05,7.0937115536e+04,-1.0139551898e+01,2.4019429352e-02,7.0937114811e+04,9.1277522137e-01,6.9271752175e-01,5.9439131054e-01,9.8813834489e-05,1.2629510454e+04,1.4479269140e+05,6.6027154227e+03,3.0919652918e+04,2.3208507845e+00,9.1256119008e-01,1.9048929528e-01,1.0559938490e+00,1.4293759059e-04,1.5731652071e+00,2.2823183723e+00,-1.3861996785e-04,5.5893947062e-01,2.7152801999e+04
7.0061501588e+03,-3.3495793682e+04,3.6058882992e+03,-4.7890155919e+00,-3.9397441705e+00,-1.6936704932e+00,-5.6256211899e-04,4.2883684759e+00,3.3689325427e+04,-2.6317742077e+00,7.5697565321e+04,3.0308008447e-05,2.0731105834e+05,7.0937115536e+04,-1.0139550562e+01,2.4031589604e-02,7.0937114811e+04,9.1277505465e-01,6.9271749681e-01,5.9439108358e-01,9.8813716065e-05,1.2629510454e+04,1.4479241464e+05,6.6027159982e+03,3.0919624716e+04,2.3252006765e+00,9.1728330465e-01,1.9258294192e-01,1.0575491562e+00,1.4293757195e-04,1.5731664067e+00,2.2823194009e+00,-1.3868477403e-04,5.5825322655e-01,2.7411325426e+04
7.0752105867e+03,-3.3767045809e+04,3.4888347207e+03,-4.8277479369e+00,-3.9158156642e+00,-1.6961946119e+00,-5.5914063718e-04,4.2673983632e+00,3.3946802113e+04,-2.6317788450e+00,7.5697431941e+04,3.0308088551e-05,2.0731051041e+05,7.0937115536e+04,-1.0139549307e+01,2.4043484585e-02,7.0937114811e+04,9.1277489362e-01,6.9271747358e-01,5.9439086336e-01,9.8813600896e-05,1.2629510454e+04,1.4479214733e+05,6.6027165541e+03,3.0919597476e+04,2.3294844477e+00,9.2196937765e-01,1.9467658115e-01,1.0590747846e+00,1.4293755486e-04,1.5731675801e+00,2.2823204078e+00,-1.3874603004e-04,5.5750086600e-01,2.7668802111e+04
7.1466325509e+03,-3.4045848244e+04,3.3676002746e+03,-4.8675580593e+00,-3.8914361236e+00,-1.6986597907e+00,-5.5565470463e-04,4.2460240811e+00,3.4211994065e+04,-2.6317834763e+00,7.5697298730e+04,3.0308168555e-05,2.0730996318e+05,7.0937115536e+04,-1.0139548090e+01,2.4055516104e-02,7.0937114811e+04,9.1277473278e-01,6.9271745124e-01,5.9439064241e-01,9.8813485083e-05,1.2629510454e+04,1.4479188035e+05,6.6027171093e+03,3.0919570270e+04,2.3338470178e+00,9.2677851273e-01,1.9684180528e-01,1.0606222215e+00,1.4293753932e-04,1.5731687669e+00,2.2823214269e+00,-1.3880579558e-04,5.5665509519e-01,2.7933994064e+04
7.2180545150e+03,-3.4322922498e+04,3.2461948587e+03,-4.9071210778e+00,-3.8674205988e+00,-1.7009831826e+00,-5.5222086221e-04,4.2249599028e+00,3.4476090468e+04,-2.6317879480e+00,7.5697170112e+04,3.0308245801e-05,2.0730943482e+05,7.0937115536e+04,-1.0139546952e+01,2.4067281573e-02,7.0937114811e+04,9.1277457750e-01,6.9271743051e-01,5.9439042811e-01,9.8813372492e-05,1.2629510454e+04,1.4479162258e+05,6.6027176453e+03,3.0919544002e+04,2.3381426109e+00,9.3155057404e-01,1.9900702201e-01,1.0621396357e+00,1.4293752146e-04,1.5731699276e+00,2.2823224242e+00,-1.3886206185e-04,5.5574235471e-01,2.8198090466e+04
7.2894764792e+03,-3.4598294243e+04,3.1246283947e+03,-4.9464406655e+00,-3.8437599464e+00,-1.7031704779e+00,-5.4883780064e-04,4.2041979620e+00,3.4739103206e+04,-2.6317922673e+00,7.5697045880e+04,3.0308320412e-05,2.0730892447e+05,7.0937115536e+04,-1.0139545888e+01,2.4078789439e-02,7.0937114811e+04,9.1277442750e-01,6.9271741128e-01,5.9439022018e-01,9.8813263001e-05,1.2629510454e+04,1.4479137360e+05,6.6027181631e+03,3.0919518630e+04,2.3423730241e+00,9.3628627815e-01,2.0117223159e-01,1.0636278524e+00,1.4293750748e-04,1.5731710628e+00,2.2823234002e+00,-1.3891496962e-04,5.5476443557e-01,2.8461103205e+04
7.3608984433e+03,-3.4871988506e+04,3.0029104079e+03,-4.9855204040e+00,-3.8204453362e+00,-1.7052270976e+00,-5.4550425551e-04,4.1837306699e+00,3.5001043958e+04,-2.6317964408e+00,7.5696925838e+04,3.0308392508e-05,2.0730843134e+05,7.0937115536e+04,-1.0139544895e+01,2.4090047805e-02,7.0937114811e+04,9.1277428257e-01,6.9271739348e-01,5.9439001836e-01,9.8813156491e-05,1.2629510454e+04,1.4479113301e+05,6.6027186634e+03,3.0919494113e+04,2.3465399873e+00,9.4098632040e-01,2.0333743428e-01,1.0650876653e+00,1.4293749427e-04,1.5731721733e+00,2.2823243557e+00,-1.3896465298e-04,5.5372307346e-01,2.8723043956e+04
7.4323204075e+03,-3.5144029697e+04,2.8810500453e+03,-5.0243637860e+00,-3.7974682371e+00,-1.7071582084e+00,-5.4221900530e-04,4.1635507028e+00,3.5261924196e+04,-2.6318004751e+00,7.5696809801e+04,3.0308462198e-05,2.0730795466e+05,7.0937115536e+04,-1.0139543969e+01,2.4101064451e-02,7.0937114811e+04,9.1277414247e-01,6.9271737701e-01,5.9438982241e-01,9.8813052852e-05,1.2629510454e+04,1.4479090046e+05,6.6027191470e+03,3.0919470415e+04,2.3506451665e+00,9.4565137566e-01,2.0550263029e-01,1.0665198382e+00,1.4293748185e-04,1.5731732600e+00,2.2823252912e+00,-1.3901123973e-04,5.5261992842e-01,2.8983924194e+04
7.5037423716e+03,-3.5414441626e+04,2.7590560937e+03,-5.0629742184e+00,-3.7748204056e+00,-1.7089687368e+00,-5.3898086966e-04,4.1436509902e+00,3.5521755191e+04,-2.6318043763e+00,7.5696697595e+04,3.0308529588e-05,2.0730749372e+05,7.0937115536e+04,-1.0139543107e+01,2.4111846847e-02,7.0937114811e+04,9.1277400700e-01,6.9271736180e-01,5.9438963211e-01,9.8812951977e-05,1.2629510454e+04,1.4479067558e+05,6.6027196146e+03,3.0919447499e+04,2.3546901670e+00,9.5028209921e-01,2.0766781987e-01,1.0679251067e+00,1.4293747020e-04,1.5731743236e+00,2.2823262074e+00,-1.3905485172e-04,5.5145660839e-01,2.9243755189e+04
7.5751643358e+03,-3.5683247522e+04,2.6369369963e+03,-5.1013550252e+00,-3.7524938728e+00,-1.7106633821e+00,-5.3578870760e-04,4.1240247040e+00,3.5780548018e+04,-2.6318081500e+00,7.5696589054e+04,3.0308594777e-05,2.0730704783e+05,7.0937115536e+04,-1.0139542306e+01,2.4122402168e-02,7.0937114811e+04,9.1277387595e-01,6.9271734776e-01,5.9438944722e-01,9.8812853766e-05,1.2629510454e+04,1.4479045804e+05,6.6027200670e+03,3.0919425331e+04,2.3586765358e+00,9.5487912746e-01,2.0983300321e-01,1.0693041790e+00,1.4293745854e-04,1.5731753648e+00,2.2823271049e+00,-1.3909560515e-04,5.5023466320e-01,2.9502548016e+04
7.6490830452e+03,-3.5959783164e+04,2.5104257578e+03,-5.1408391839e+00,-3.7297169930e+00,-1.7123000137e+00,-5.3253219244e-04,4.1039932344e+00,3.6047305990e+04,-2.6318119273e+00,7.5696480411e+04,3.0308660027e-05,2.0730660153e+05,7.0937115536e+04,-1.0139541538e+01,2.4133094699e-02,7.0937114811e+04,9.1277374478e-01,6.9271733441e-01,5.9438926135e-01,9.8812754823e-05,1.2629510454e+04,1.4479024030e+05,6.6027205198e+03,3.0919403143e+04,2.3627421052e+00,9.5960203284e-01,2.1207386997e-01,1.0707046014e+00,1.4293744845e-04,1.5731764195e+00,2.2823280146e+00,-1.3913489116e-04,5.4890984879e-01,2.9769305988e+04
7.7230017546e+03,-3.6234647328e+04,2.3837978050e+03,-5.1800843651e+00,-3.7072677593e+00,-1.7138220638e+00,-5.2932255763e-04,4.0842405152e+00,3.6312975447e+04,-2.6318155797e+00,7.5696375361e+04,3.0308723120e-05,2.0730616999e+05,7.0937115536e+04,-1.0139540828e+01,2.4143558726e-02,7.0937114811e+04,9.1277361794e-01,6.9271732217e-01,5.9438908084e-01,9.8812658528e-05,1.2629510454e+04,1.4479002977e+05,6.6027209576e+03,3.0919381688e+04,2.3667480634e+00,9.6429017381e-01,2.1431473049e-01,1.0720784237e+00,1.4293743835e-04,1.5731774517e+00,2.2823289054e+00,-1.3917135133e-04,5.4752542967e-01,3.0034975445e+04
7.7969204641e+03,-3.6507863937e+04,2.2570614391e+03,-5.2190939915e+00,-3.6851381923e+00,-1.7152340550e+00,-5.2615866076e-04,4.0647597268e+00,3.6577568027e+04,-2.6318191125e+00,7.5696273749e+04,3.0308784148e-05,2.0730575257e+05,7.0937115536e+04,-1.0139540175e+01,2.4153801298e-02,7.0937114811e+04,9.1277349526e-01,6.9271731098e-01,5.9438890548e-01,9.8812564782e-05,1.2629510454e+04,1.4478982612e+05,6.6027213811e+03,3.0919360936e+04,2.3706959464e+00,9.6894419688e-01,2.1655558499e-01,1.0734263477e+00,1.4293742981e-04,1.5731784620e+00,2.2823297779e+00,-1.3920509749e-04,5.4608293597e-01,3.0299568026e+04
7.8708391735e+03,-3.6779456333e+04,2.1302246349e+03,-5.2578714031e+00,-3.6633205785e+00,-1.7165403017e+00,-5.2303939751e-04,4.0455442825e+00,3.6841095162e+04,-2.6318225310e+00,7.5696175427e+04,3.0308843200e-05,2.0730534866e+05,7.0937115536e+04,-1.0139539574e+01,2.4163829185e-02,7.0937114811e+04,9.1277337655e-01,6.9271730077e-01,5.9438873507e-01,9.8812473494e-05,1.2629510454e+04,1.4478962906e+05,6.6027217909e+03,3.0919340855e+04,2.3745872351e+00,9.7356473007e-01,2.1879643365e-01,1.0747490493e+00,1.4293742126e-04,1.5731794511e+00,2.2823306326e+00,-1.3923623631e-04,5.4458385435e-01,3.0563095161e+04
7.9447578829e+03,-3.7049447298e+04,2.0032950555e+03,-5.2964198594e+00,-3.6418074594e+00,-1.7177449214e+00,-5.1996370008e-04,4.0265878180e+00,3.7103568079e+04,-2.6318258399e+00,7.5696080256e+04,3.0308900360e-05,2.0730495770e+05,7.0937115536e+04,-1.0139539024e+01,2.4173648893e-02,7.0937114811e+04,9.1277326164e-01,6.9271729150e-01,5.9438856942e-01,9.8812384575e-05,1.2629510454e+04,1.4478943832e+05,6.6027221875e+03,3.0919321418e+04,2.3784233577e+00,9.7815238359e-01,2.2103727667e-01,1.0760471802e+00,1.4293741427e-04,1.5731804197e+00,2.2823314701e+00,-1.3926486961e-04,5.4302960700e-01,3.0825568077e+04
8.0186765923e+03,-3.7317859072e+04,1.8762800666e+03,-5.3347425424e+00,-3.6205916207e+00,-1.7188518452e+00,-5.1693053570e-04,4.0078841821e+00,3.7364997806e+04,-2.6318290440e+00,7.5695988103e+04,3.0308955708e-05,2.0730457914e+05,7.0937115536e+04,-1.0139538522e+01,2.4183266676e-02,7.0937114811e+04,9.1277315037e-01,6.9271728309e-01,5.9438840835e-01,9.8812297940e-05,1.2629510454e+04,1.4478925363e+05,6.6027225716e+03,3.0919302597e+04,2.3822056923e+00,9.8270775056e-01,2.2327811423e-01,1.0773213684e+00,1.4293740728e-04,1.5731813684e+00,2.2823322908e+00,-1.3929109457e-04,5.4142157766e-01,3.1086997805e+04
8.0925953018e+03,-3.7584713370e+04,1.7491867498e+03,-5.3728425589e+00,-3.5996660829e+00,-1.7198648280e+00,-5.1393890514e-04,3.9894274275e+00,3.7625395178e+04,-2.6318321474e+00,7.5695898842e+04,3.0309009319e-05,2.0730421246e+05,7.0937115536e+04,-1.0139538066e+01,2.4192688544e-02,7.0937114811e+04,9.1277304260e-01,6.9271727551e-01,5.9438825169e-01,9.8812213508e-05,1.2629510454e+04,1.4478907474e+05,6.6027229436e+03,3.0919284367e+04,2.3859355685e+00,9.8723140761e-01,2.2551894651e-01,1.0785722197e+00,1.4293740107e-04,1.5731822977e+00,2.2823330953e+00,-1.3931500403e-04,5.3976109020e-01,3.1347395176e+04
8.1665140112e+03,-3.7850031401e+04,1.6220219158e+03,-5.4107229431e+00,-3.5790240909e+00,-1.7207874575e+00,-5.1098784140e-04,3.9712118022e+00,3.7884770837e+04,-2.6318351545e+00,7.5695812355e+04,3.0309061264e-05,2.0730385717e+05,7.0937115536e+04,-1.0139537654e+01,2.4201920282e-02,7.0937114811e+04,9.1277293818e-01,6.9271726869e-01,5.9438809927e-01,9.8812131203e-05,1.2629510454e+04,1.4478890141e+05,6.6027233041e+03,3.0919266703e+04,2.3896142705e+00,9.9172391553e-01,2.2775977367e-01,1.0798003187e+00,1.4293739563e-04,1.5731832082e+00,2.2823338840e+00,-1.3933668667e-04,5.3804943437e-01,3.1606770836e+04
8.2404327206e+03,-3.8113833879e+04,1.4947921154e+03,-5.4483866589e+00,-3.5586591056e+00,-1.7216231630e+00,-5.0807640838e-04,3.9532317417e+00,3.8143135242e+04,-2.6318380690e+00,7.5695728527e+04,3.0309111611e-05,2.0730351281e+05,7.0937115536e+04,-1.0139537282e+01,2.4210967451e-02,7.0937114811e+04,9.1277283696e-01,6.9271726261e-01,5.9438795094e-01,9.8812050951e-05,1.2629510454e+04,1.4478873340e+05,6.6027236535e+03,3.0919249583e+04,2.3932430382e+00,9.9618581982e-01,2.3000059588e-01,1.0810062292e+00,1.4293739097e-04,1.5731841006e+00,2.2823346574e+00,-1.3935622726e-04,5.3628784425e-01,3.1865135241e+04
8.3143514300e+03,-3.8376141046e+04,1.3675036520e+03,-5.4858366020e+00,-3.5385647950e+00,-1.7223752240e+00,-5.0520369966e-04,3.9354818607e+00,3.8400498668e+04,-2.6318408948e+00,7.5695647253e+04,3.0309160425e-05,2.0730317894e+05,7.0937115536e+04,-1.0139536950e+01,2.4219835407e-02,7.0937114811e+04,9.1277273883e-01,6.9271725720e-01,5.9438780654e-01,9.8811972681e-05,1.2629510454e+04,1.4478857051e+05,6.6027239922e+03,3.0919232984e+04,2.3968230699e+00,1.0006176513e+00,2.3224141328e-01,1.0821904959e+00,1.4293738709e-04,1.5731849752e+00,2.2823354158e+00,-1.3937370687e-04,5.3447752374e-01,3.2122498666e+04
8.3882701394e+03,-3.8636972683e+04,1.2401625916e+03,-5.5230756023e+00,-3.5187350260e+00,-1.7230467772e+00,-5.0236883731e-04,3.9179569462e+00,3.8656871211e+04,-2.6318436354e+00,7.5695568430e+04,3.0309207768e-05,2.0730285514e+05,7.0937115536e+04,-1.0139536656e+01,2.4228529304e-02,7.0937114811e+04,9.1277264366e-01,6.9271725244e-01,5.9438766594e-01,9.8811896327e-05,1.2629510454e+04,1.4478841254e+05,6.6027243207e+03,3.0919216886e+04,2.4003555232e+00,1.0050199265e+00,2.3448222603e-01,1.0833536447e+00,1.4293738398e-04,1.5731858327e+00,2.2823361598e+00,-1.3938920301e-04,5.3261962768e-01,3.2378871210e+04
8.4621888489e+03,-3.8896348122e+04,1.1127747735e+03,-5.5601064258e+00,-3.4991638566e+00,-1.7236408244e+00,-4.9957097074e-04,3.9006519502e+00,3.8912262795e+04,-2.6318462942e+00,7.5695491960e+04,3.0309253697e-05,2.0730254100e+05,7.0937115536e+04,-1.0139536397e+01,2.4237054105e-02,7.0937114811e+04,9.1277255133e-01,6.9271724828e-01,5.9438752900e-01,9.8811821822e-05,1.2629510454e+04,1.4478825928e+05,6.6027246395e+03,3.0919201268e+04,2.4038415178e+00,1.0093931483e+00,2.3672303426e-01,1.0844961837e+00,1.4293738010e-04,1.5731866735e+00,2.2823368897e+00,-1.3940278989e-04,5.3071527250e-01,3.2634262794e+04
8.5361075583e+03,-3.9154286265e+04,9.8534581987e+02,-5.5969317764e+00,-3.4798455283e+00,-1.7241602390e+00,-4.9680927570e-04,3.8835619832e+00,3.9166683171e+04,-2.6318488743e+00,7.5695417751e+04,3.0309298268e-05,2.0730223615e+05,7.0937115536e+04,-1.0139536172e+01,2.4245414594e-02,7.0937114811e+04,9.1277246173e-01,6.9271724470e-01,5.9438739559e-01,9.8811749107e-05,1.2629510454e+04,1.4478811055e+05,6.6027249487e+03,3.0919186112e+04,2.4072821362e+00,1.0137378066e+00,2.3896383812e-01,1.0856186038e+00,1.4293737699e-04,1.5731874981e+00,2.2823376059e+00,-1.3941453852e-04,5.2876554658e-01,3.2888683170e+04
8.6100262677e+03,-3.9410805595e+04,8.5788114507e+02,-5.6335542983e+00,-3.4607744593e+00,-1.7246077726e+00,-4.9408295317e-04,3.8666823081e+00,3.9420141926e+04,-2.6318513789e+00,7.5695345716e+04,3.0309341534e-05,2.0730194024e+05,7.0937115536e+04,-1.0139535980e+01,2.4253615377e-02,7.0937114811e+04,9.1277237475e-01,6.9271724164e-01,5.9438726558e-01,9.8811678121e-05,1.2629510454e+04,1.4478796618e+05,6.6027252490e+03,3.0919171400e+04,2.4106784257e+00,1.0180543782e+00,2.4120463774e-01,1.0867213798e+00,1.4293737388e-04,1.5731883070e+00,2.2823383089e+00,-1.3942451688e-04,5.2677149130e-01,3.3142141924e+04
8.6839449771e+03,-3.9665924187e+04,7.3038596432e+02,-5.6699765774e+00,-3.4419452372e+00,-1.7249860610e+00,-4.9139122847e-04,3.8500083335e+00,3.9672648480e+04,-2.6318538109e+00,7.5695275770e+04,3.0309383544e-05,2.0730165290e+05,7.0937115536e+04,-1.0139535818e+01,2.4261660895e-02,7.0937114811e+04,9.1277229030e-01,6.9271723910e-01,5.9438713885e-01,9.8811608807e-05,1.2629510454e+04,1.4478782600e+05,6.6027255405e+03,3.0919157115e+04,2.4140313998e+00,1.0223433279e+00,2.4344543323e-01,1.0878049704e+00,1.4293737078e-04,1.5731891005e+00,2.2823389988e+00,-1.3943279011e-04,5.2473412594e-01,3.3394648479e+04
8.7578636866e+03,-3.9919659724e+04,6.0286530212e+02,-5.7062011431e+00,-3.4233526130e+00,-1.7252976298e+00,-4.8873335026e-04,3.8335356087e+00,3.9924212098e+04,-2.6318561729e+00,7.5695207834e+04,3.0309424348e-05,2.0730137382e+05,7.0937115536e+04,-1.0139535686e+01,2.4269555433e-02,7.0937114811e+04,9.1277220827e-01,6.9271723703e-01,5.9438701530e-01,9.8811541113e-05,1.2629510454e+04,1.4478768984e+05,6.6027258237e+03,3.0919143240e+04,2.4173420396e+00,1.0266051086e+00,2.4568622472e-01,1.0888698199e+00,1.4293737078e-04,1.5731898791e+00,2.2823396762e+00,-1.3943942062e-04,5.2265442559e-01,3.3646212096e+04
8.8317823960e+03,-4.0172029506e+04,4.7532400020e+02,-5.7422304703e+00,-3.4049914947e+00,-1.7255448999e+00,-4.8610858971e-04,3.8172598178e+00,4.0174841885e+04,-2.6318584678e+00,7.5695141832e+04,3.0309463990e-05,2.0730110269e+05,7.0937115536e+04,-1.0139535582e+01,2.4277303118e-02,7.0937114811e+04,9.1277212858e-01,6.9271723540e-01,5.9438689481e-01,9.8811474985e-05,1.2629510454e+04,1.4478755756e+05,6.6027260987e+03,3.0919129760e+04,2.4206112950e+00,1.0308401615e+00,2.4792701233e-01,1.0899163577e+00,1.4293737000e-04,1.5731906432e+00,2.2823403413e+00,-1.3944446823e-04,5.2053334599e-01,3.3896841883e+04
8.8982634474e+03,-4.0397853430e+04,3.6060205725e+02,-5.7744697880e+00,-3.3886715165e+00,-1.7257142885e+00,-4.8377563372e-04,3.8027864371e+00,4.0399463226e+04,-2.6318604764e+00,7.5695084063e+04,3.0309498688e-05,2.0730086538e+05,7.0937115536e+04,-1.0139535511e+01,2.4284149097e-02,7.0937114811e+04,9.1277205883e-01,6.9271723430e-01,5.9438678898e-01,9.8811416807e-05,1.2629510454e+04,1.4478744179e+05,6.6027263395e+03,3.0919117961e+04,2.4235170121e+00,1.0346266123e+00,2.4994232996e-01,1.0908422964e+00,1.4293736845e-04,1.5731913184e+00,2.2823409293e+00,-1.3944770332e-04,5.1859109961e-01,3.4121463224e+04
8.9647444988e+03,-4.0622598380e+04,2.4587047443e+02,-5.8065548658e+00,-3.3725313076e+00,-1.7258351690e+00,-4.8146839375e-04,3.7884660066e+00,4.0623342860e+04,-2.6318624344e+00,7.5695027749e+04,3.0309532511e-05,2.0730063404e+05,7.0937115536e+04,-1.0139535460e+01,2.4290882316e-02,7.0937114811e+04,9.1277199083e-01,6.9271723353e-01,5.9438668547e-01,9.8811359821e-05,1.2629510454e+04,1.4478732892e+05,6.6027265742e+03,3.0919106460e+04,2.4263906481e+00,1.0383920974e+00,2.5195764462e-01,1.0917540528e+00,1.4293736845e-04,1.5731919825e+00,2.2823415078e+00,-1.3944974455e-04,5.1661677676e-01,3.4345342859e+04
9.0312255502e+03,-4.0846276193e+04,1.3113242432e+02,-5.8384873971e+00,-3.3565674661e+00,-1.7259091049e+00,-4.7918638288e-04,3.7742956459e+00,4.0846487103e+04,-2.6318643434e+00,7.5694972842e+04,3.0309565490e-05,2.0730040849e+05,7.0937115536e+04,-1.0139535430e+01,2.4297505489e-02,7.0937114811e+04,9.1277192454e-01,6.9271723306e-01,5.9438658421e-01,9.8811303993e-05,1.2629510454e+04,1.4478721888e+05,6.6027268031e+03,3.0919095246e+04,2.4292328344e+00,1.0421369155e+00,2.5397295638e-01,1.0926519120e+00,1.4293736845e-04,1.5731926357e+00,2.2823420772e+00,-1.3945063053e-04,5.1461100296e-01,3.4568487101e+04
9.0867292779e+03,-4.1032211454e+04,3.5337145379e+01,-5.8650316022e+00,-3.3433722562e+00,-1.7259359676e+00,-4.7730015746e-04,3.7625780040e+00,4.1032227090e+04,-2.6318659010e+00,7.5694928045e+04,3.0309592396e-05,2.0730022447e+05,7.0937115536e+04,-1.0139535418e+01,2.4302952664e-02,7.0937114811e+04,9.1277187045e-01,6.9271723289e-01,5.9438650134e-01,9.8811258247e-05,1.2629510454e+04,1.4478712910e+05,6.6027269898e+03,3.0919086097e+04,2.4315820761e+00,1.0452477727e+00,2.5565549853e-01,1.0933910731e+00,1.4293736845e-04,1.5731931729e+00,2.2823425456e+00,-1.3945051234e-04,5.1291277907e-01,3.4754227088e+04
9.1422330056e+03,-4.1217417636e+04,-6.0458765302e+01,-5.8914715873e+00,-3.3302957863e+00,-1.7259320079e+00,-4.7543091731e-04,3.7509614163e+00,4.1217462398e+04,-2.6318674265e+00,7.5694884171e+04,3.0309618748e-05,2.0730004423e+05,7.0937115536e+04,-1.0139535420e+01,2.4308326455e-02,7.0937114811e+04,9.1277181747e-01,6.9271723292e-01,5.9438641996e-01,9.8811213266e-05,1.2629510454e+04,1.4478704117e+05,6.6027271727e+03,3.0919077137e+04,2.4339101731e+00,1.0483445951e+00,2.5733803875e-01,1.0941208975e+00,1.4293736845e-04,1.5731937029e+00,2.2823430079e+00,-1.3944963582e-04,5.1119341457e-01,3.4939462397e+04
