time,ECI_X,ECI_Y,ECI_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega,lat,lon,alt
7.5655563355e+02,4.2450328571e+03,5.1123837766e+03,6.0544879704e-01,-7.6595942842e+00,7.4860031304e+00,-1.0969223409e-03,1.0710258105e+01,6.6450562228e+03,-2.6052201092e+00,7.6469124162e+04,2.9850464442e-05,2.1048869506e+05,7.0937115536e+04,-1.0140279570e+01,1.8979233516e-02,7.0937114811e+04,9.1369672279e-01,6.9396816072e-01,5.9434828455e-01,9.9041959993e-05,1.2629510454e+04,1.4633871230e+05,6.5995360205e+03,3.1076801686e+04,1.6959924228e-01,3.6099117033e-02,3.1226353898e-03,8.0966180791e-02,1.4294769845e-04,1.5726679923e+00,2.2808940901e+00,8.8890143470e-05,5.1406378368e+00,3.6705622216e+02
7.6681420598e+02,4.1661549258e+03,5.1888123851e+03,5.9415283467e-01,-7.7181364563e+00,7.4143072753e+00,-1.1052939088e-03,1.0702410194e+01,6.6543685791e+03,-2.6053322964e+00,7.6465831356e+04,2.9852392613e-05,2.1047509955e+05,7.0937115536e+04,-1.0140394408e+01,1.9073008783e-02,7.0937114811e+04,9.1369283083e-01,6.9395111704e-01,5.9436220141e-01,9.9039857624e-05,1.2629510454e+04,1.4633211327e+05,6.5995494423e+03,3.1076132586e+04,1.8603305294e-01,3.9616461221e-02,3.4286522645e-03,8.8809383716e-02,1.4294932011e-04,1.5726772187e+00,2.2809270191e+00,8.7109629664e-05,5.1563472835e+00,3.7636857849e+02
7.7707277841e+02,4.0866833633e+03,5.2645016633e+03,5.8277198631e-01,-7.7753247428e+00,7.3418716603e+00,-1.1134711603e-03,1.0693865324e+01,6.6645299170e+03,-2.6054539970e+00,7.6462259641e+04,2.9854484341e-05,2.1046035280e+05,7.0937115536e+04,-1.0140507906e+01,1.9162621685e-02,7.0937114811e+04,9.1368860882e-01,6.9393394776e-01,5.9437575677e-01,9.9037759069e-05,1.2629510454e+04,1.4632495528e+05,6.5995640023e+03,3.1075406795e+04,2.0241898316e-01,4.3128938318e-02,3.7347342119e-03,9.6629111850e-02,1.4295092157e-04,1.5726860348e+00,2.2809593268e+00,8.5310795489e-05,5.1720086390e+00,3.8652991642e+02
7.8733135084e+02,4.0066321540e+03,5.3394442555e+03,5.7130825901e-01,-7.8311408824e+00,7.2687417994e+00,-1.1214514850e-03,1.0684632709e+01,6.6755349225e+03,-2.6055849676e+00,7.6458416240e+04,2.9856735451e-05,2.1044448471e+05,7.0937115536e+04,-1.0140619912e+01,1.9248115503e-02,7.0937114811e+04,9.1368406519e-01,6.9391666881e-01,5.9438894500e-01,9.9035664766e-05,1.2629510454e+04,1.4631725281e+05,6.5995796715e+03,3.1074625778e+04,2.1875310753e-01,4.6636138391e-02,4.0408860775e-03,1.0442344201e-01,1.4295250281e-04,1.5726944447e+00,2.2809910014e+00,8.3494770712e-05,5.1876179618e+00,3.9753492192e+02
7.9758992326e+02,3.9260154593e+03,5.4136332746e+03,5.5976368511e-01,-7.8855686158e+00,7.1949635594e+00,-1.1292325605e-03,1.0674722211e+01,6.6873778816e+03,-2.6057249492e+00,7.6454308832e+04,2.9859141505e-05,2.1042752707e+05,7.0937115536e+04,-1.0140730280e+01,1.9329542168e-02,7.0937114811e+04,9.1367920893e-01,6.9389929614e-01,5.9440176130e-01,9.9033575144e-05,1.2629510454e+04,1.4630902124e+05,6.5995964190e+03,3.1073791089e+04,2.3503158477e-01,5.0137657487e-02,4.3471124797e-03,1.1219049255e-01,1.4295406074e-04,1.5727024537e+00,2.2810220330e+00,8.1662693787e-05,5.2031713952e+00,4.0937788111e+02
8.0784849569e+02,3.8448475971e+03,5.4870623056e+03,5.4814031931e-01,-7.9385936886e+00,7.1205830482e+00,-1.1368123523e-03,1.0664144316e+01,6.7000526931e+03,-2.6058736688e+00,7.6449945514e+04,2.9861697820e-05,2.1040951339e+05,7.0937115536e+04,-1.0140838873e+01,1.9406961829e-02,7.0937114811e+04,9.1367404950e-01,6.9388184567e-01,5.9441420169e-01,9.9031490618e-05,1.2629510454e+04,1.4630027682e+05,6.5996142121e+03,3.1072904372e+04,2.5125066292e-01,5.3633098044e-02,4.6534177997e-03,1.1992842600e-01,1.4295559379e-04,1.5727100677e+00,2.2810524127e+00,7.9815709103e-05,5.2186651698e+00,4.2205269261e+02
8.1810706812e+02,3.7631430212e+03,5.5597254071e+03,5.3644023570e-01,-7.9902038470e+00,7.0456465049e+00,-1.1441891135e-03,1.0652910095e+01,6.7135528812e+03,-2.6060308402e+00,7.6445334769e+04,2.9864399491e-05,2.1039047878e+05,7.0937115536e+04,-1.0140945556e+01,1.9480442373e-02,7.0937114811e+04,9.1366859683e-01,6.9386433321e-01,5.9442626298e-01,9.9029411597e-05,1.2629510454e+04,1.4629103652e+05,6.5996330166e+03,3.1071967345e+04,2.6740668426e-01,5.7122069275e-02,4.9598061707e-03,1.2763545139e-01,1.4295710043e-04,1.5727172935e+00,2.2810821336e+00,7.7954964251e-05,5.2340956198e+00,4.3555288067e+02
8.2836564055e+02,3.6809163010e+03,5.6316171123e+03,5.2466552482e-01,-8.0403888262e+00,6.9702001919e+00,-1.1513613828e-03,1.0641031177e+01,6.7278716092e+03,-2.6061961655e+00,7.6440485424e+04,2.9867241409e-05,2.1037045977e+05,7.0937115536e+04,-1.0141050207e+01,1.9550058938e-02,7.0937114811e+04,9.1366286124e-01,6.9384677442e-01,5.9443794279e-01,9.9027338477e-05,1.2629510454e+04,1.4628131805e+05,6.5996527968e+03,3.1070981797e+04,2.8349608978e-01,6.0604187542e-02,5.2662814701e-03,1.3530982652e-01,1.4295857676e-04,1.5727241384e+00,2.2811111898e+00,7.6081607353e-05,5.2494591702e+00,4.4987160878e+02
8.3862421298e+02,3.5981821010e+03,5.7027324289e+03,5.1281829076e-01,-8.0891403318e+00,6.8942902896e+00,-1.1583279820e-03,1.0628519711e+01,6.7430016944e+03,-2.6063693362e+00,7.6435406613e+04,2.9870218287e-05,2.1034949416e+05,7.0937115536e+04,-1.0141152709e+01,1.9615893386e-02,7.0937114811e+04,9.1365685343e-01,6.9382918480e-01,5.9444923949e-01,9.9025271646e-05,1.2629510454e+04,1.4627113971e+05,6.5996735161e+03,3.1069949580e+04,2.9951542335e-01,6.4079076705e-02,5.5728473125e-03,1.4294986000e-01,1.4296002357e-04,1.5727306107e+00,2.2811395771e+00,7.4196784443e-05,5.2647523524e+00,4.6500169391e+02
8.4888278541e+02,3.5149551608e+03,5.7730668370e+03,5.0090064822e-01,-8.1364520157e+00,6.8179627939e+00,-1.1650880126e-03,1.0615388331e+01,6.7589356216e+03,-2.6065500349e+00,7.6430107742e+04,2.9873324677e-05,2.1032762088e+05,7.0937115536e+04,-1.0141252951e+01,1.9678033772e-02,7.0937114811e+04,9.1365058442e-01,6.9381157960e-01,5.9446015225e-01,9.9023211484e-05,1.2629510454e+04,1.4626052035e+05,6.5996951362e+03,3.1068872602e+04,3.1546133545e-01,6.7546368452e-02,5.8795070444e-03,1.5055391307e-01,1.4296143852e-04,1.5727367191e+00,2.2811672928e+00,7.2301636932e-05,5.2799718054e+00,4.8093562121e+02
8.5914135783e+02,3.4312502753e+03,5.8426162875e+03,4.8891471976e-01,-8.1823194445e+00,6.7412634169e+00,-1.1716408509e-03,1.0601650123e+01,6.7756655595e+03,-2.6067379358e+00,7.6424598446e+04,2.9876554998e-05,2.1030487978e+05,7.0937115536e+04,-1.0141350833e+01,1.9736573794e-02,7.0937114811e+04,9.1364406549e-01,6.9379397380e-01,5.9447068095e-01,9.9021158362e-05,1.2629510454e+04,1.4624947927e+05,6.5997176184e+03,3.1067752816e+04,3.3133058655e-01,7.1005702609e-02,6.1862637404e-03,1.5812040126e-01,1.4296282007e-04,1.5727424727e+00,2.2811943353e+00,7.0397299144e-05,5.2951142760e+00,4.9766555905e+02
8.6939993026e+02,3.3470822751e+03,5.9113771984e+03,4.7686263291e-01,-8.2267400630e+00,6.6642374916e+00,-1.1779861428e-03,1.0587318584e+01,6.7931833749e+03,-2.6069327070e+00,7.6418888553e+04,2.9879903551e-05,2.1028131153e+05,7.0937115536e+04,-1.0141446261e+01,1.9791612237e-02,7.0937114811e+04,9.1363730816e-01,6.9377638207e-01,5.9448082621e-01,9.9019112644e-05,1.2629510454e+04,1.4623803618e+05,6.5997409230e+03,3.1066592216e+04,3.4712005010e-01,7.4456727422e-02,6.4931202007e-03,1.6564779588e-01,1.4296416588e-04,1.5727478815e+00,2.2812207044e+00,6.8484895954e-05,5.3101766336e+00,5.1518337457e+02
8.7965850269e+02,3.2624660078e+03,5.9793464503e+03,4.6474651748e-01,-8.2697131516e+00,6.5869298811e+00,-1.1841237981e-03,1.0572407591e+01,6.8114806497e+03,-2.6071340109e+00,7.6412988044e+04,2.9883364547e-05,2.1025695742e+05,7.0937115536e+04,-1.0141539152e+01,1.9843252414e-02,7.0937114811e+04,9.1363032413e-01,6.9375881872e-01,5.9449058934e-01,9.9017074685e-05,1.2629510454e+04,1.4622621108e+05,6.5997650096e+03,3.1065392825e+04,3.6282671509e-01,7.7899099828e-02,6.8000789499e-03,1.7313462524e-01,1.4296547751e-04,1.5727529555e+00,2.2812464014e+00,6.6565540531e-05,5.3251558551e+00,5.3348064930e+02
8.8991707512e+02,3.1774163188e+03,6.0465213813e+03,4.5256850289e-01,-8.3112397796e+00,6.5093848911e+00,-1.1900539830e-03,1.0556931361e+01,6.8305486956e+03,-2.6073415058e+00,7.6406907020e+04,2.9886932125e-05,2.1023185923e+05,7.0937115536e+04,-1.0141629428e+01,1.9891601603e-02,7.0937114811e+04,9.1362312526e-01,6.9374129770e-01,5.9449997230e-01,9.9015044835e-05,1.2629510454e+04,1.4621402420e+05,6.5997898373e+03,3.1064156692e+04,3.7844768832e-01,8.1332485693e-02,7.1071422379e-03,1.8057947577e-01,1.4296675185e-04,1.5727577055e+00,2.2812714285e+00,6.4640332180e-05,5.3400490390e+00,5.5254869523e+02
9.0017564755e+02,3.0919480341e+03,6.1128997807e+03,4.4033071558e-01,-8.3513227525e+00,6.4316461885e+00,-1.1957771131e-03,1.0540904413e+01,6.8503785712e+03,-2.6075548472e+00,7.6400655661e+04,2.9890600374e-05,2.1020605905e+05,7.0937115536e+04,-1.0141717021e+01,1.9936770495e-02,7.0937114811e+04,9.1361572348e-01,6.9372383251e-01,5.9450897772e-01,9.9013023434e-05,1.2629510454e+04,1.4620149596e+05,6.5998153650e+03,3.1062885883e+04,3.9398019614e-01,8.4756560032e-02,7.4143120408e-03,1.8798099292e-01,1.4296798735e-04,1.5727621423e+00,2.2812957892e+00,6.2710354311e-05,5.3548534043e+00,5.7237857087e+02
9.1043421998e+02,3.0060759416e+03,6.1784798824e+03,4.2803527645e-01,-8.3899665567e+00,6.3537567238e+00,-1.2012938453e-03,1.0524341536e+01,6.8709610978e+03,-2.6077736890e+00,7.6394244194e+04,2.9894363353e-05,2.1017959918e+05,7.0937115536e+04,-1.0141801872e+01,1.9978872643e-02,7.0937114811e+04,9.1360813081e-01,6.9370643625e-01,5.9451760881e-01,9.9011010820e-05,1.2629510454e+04,1.4618864684e+05,6.5998415512e+03,3.1061582473e+04,4.0942158597e-01,8.8171007208e-02,7.7215900643e-03,1.9533788179e-01,1.4296918479e-04,1.5727662772e+00,2.2813194881e+00,6.0776672525e-05,5.3695662888e+00,5.9296109746e+02
9.2069279240e+02,2.9198147754e+03,6.2432603566e+03,4.1568429850e-01,-8.4271772993e+00,6.2757586592e+00,-1.2066050688e-03,1.0507257751e+01,6.8922868756e+03,-2.6079976843e+00,7.6387682856e+04,2.9898215111e-05,2.1015252194e+05,7.0937115536e+04,-1.0141883928e+01,2.0018023923e-02,7.0937114811e+04,9.1360035928e-01,6.9368912153e-01,5.9452586936e-01,9.9009007319e-05,1.2629510454e+04,1.4617549736e+05,6.5998683546e+03,3.1060248538e+04,4.2476932734e-01,9.1575521101e-02,8.0289777475e-03,2.0264890773e-01,1.4297034339e-04,1.5727701216e+00,2.2813425308e+00,5.8840332830e-05,5.3841851621e+00,6.1428687531e+02
9.3095136483e+02,2.8331791986e+03,6.3072403019e+03,4.0327988443e-01,-8.4629626452e+00,6.1976933018e+00,-1.2117118964e-03,1.0489668272e+01,6.9143463002e+03,-2.6082264870e+00,7.6380981864e+04,2.9902149705e-05,2.1012486959e+05,7.0937115536e+04,-1.0141963146e+01,2.0054342019e-02,7.0937114811e+04,9.1359242088e-01,6.9367190048e-01,5.9453376370e-01,9.9007013255e-05,1.2629510454e+04,1.4616206799e+05,6.5998957336e+03,3.1058886151e+04,4.4002101263e-01,9.4969805266e-02,8.3364762681e-03,2.0991289664e-01,1.4297146083e-04,1.5727736871e+00,2.2813649239e+00,5.6902359984e-05,5.3987076085e+00,6.3634629997e+02
9.4120993726e+02,2.7461837880e+03,6.3704192359e+03,3.9082412443e-01,-8.4973317509e+00,6.1196010422e+00,-1.2166156548e-03,1.0471588479e+01,6.9371295787e+03,-2.6084597524e+00,7.6374151381e+04,2.9906161220e-05,2.1009668413e+05,7.0937115536e+04,-1.0142039489e+01,2.0087945907e-02,7.0937114811e+04,9.1358432758e-01,6.9365478471e-01,5.9454129667e-01,9.9005028943e-05,1.2629510454e+04,1.4614837911e+05,6.5999236472e+03,3.1057497377e+04,4.5517435743e-01,9.8353573055e-02,8.6440865484e-03,2.1712873517e-01,1.4297253710e-04,1.5727769856e+00,2.2813866749e+00,5.4963755969e-05,5.4131313394e+00,6.5912957844e+02
9.5146850969e+02,2.6588430190e+03,6.4327970858e+03,3.7831909400e-01,-8.5302951968e+00,6.0415212981e+00,-1.2213178749e-03,1.0453033877e+01,6.9606267455e+03,-2.6086971385e+00,7.6367201490e+04,2.9910243783e-05,2.1006800723e+05,7.0937115536e+04,-1.0142112931e+01,2.0118955378e-02,7.0937114811e+04,9.1357609123e-01,6.9363778532e-01,5.9454847359e-01,9.9003054693e-05,1.2629510454e+04,1.4613445093e+05,6.5999520543e+03,3.1056084261e+04,4.7022720062e-01,1.0172654773e-01,8.9518092620e-03,2.2429537069e-01,1.4297357454e-04,1.5727800287e+00,2.2814077921e+00,5.3025498606e-05,5.4274541903e+00,6.8262674528e+02
9.6172708212e+02,2.5711712518e+03,6.4943741778e+03,3.6576685196e-01,-8.5618649165e+00,5.9634924641e+00,-1.2258202816e-03,1.0434020065e+01,6.9848276787e+03,-2.6089383067e+00,7.6360142165e+04,2.9914391582e-05,2.1003888011e+05,7.0937115536e+04,-1.0142183449e+01,2.0147490568e-02,7.0937114811e+04,9.1356772359e-01,6.9362091289e-01,5.9455530018e-01,9.9001090810e-05,1.2629510454e+04,1.4612030341e+05,6.5999809146e+03,3.1054648827e+04,4.8517750402e-01,1.0508846253e-01,9.2596448421e-03,2.3141181115e-01,1.4297456849e-04,1.5727828284e+00,2.2814282846e+00,5.1088540295e-05,5.4416741171e+00,7.0682767844e+02
9.7198565455e+02,2.4831827171e+03,6.5551512264e+03,3.5316943847e-01,-8.5920541252e+00,5.8855518662e+00,-1.2301247835e-03,1.0414562707e+01,7.0097221152e+03,-2.6091829231e+00,7.6352983241e+04,2.9918598881e-05,2.1000934343e+05,7.0937115536e+04,-1.0142251031e+01,2.0173671519e-02,7.0937114811e+04,9.1355923622e-01,6.9360417744e-01,5.9456178260e-01,9.8999137590e-05,1.2629510454e+04,1.4610595629e+05,6.6000101880e+03,3.1053193074e+04,5.0002335190e-01,1.0843906077e-01,9.5675934897e-03,2.3847712481e-01,1.4297552283e-04,1.5727853966e+00,2.2814481623e+00,4.9153806900e-05,5.4557892081e+00,7.3172211501e+02
9.8224422697e+02,2.3948915042e+03,6.6151293237e+03,3.4052887322e-01,-8.6208772471e+00,5.8077357216e+00,-1.2342334623e-03,1.0394677496e+01,7.0352996668e+03,-2.6094306587e+00,7.6345734398e+04,2.9922860030e-05,2.0997943716e+05,7.0937115536e+04,-1.0142315670e+01,2.0197617760e-02,7.0937114811e+04,9.1355064055e-01,6.9358758844e-01,5.9456792734e-01,9.8997195325e-05,1.2629510454e+04,1.4609142896e+05,6.6000398353e+03,3.1051718966e+04,5.1476295001e-01,1.1177809584e-01,9.8756551827e-03,2.4549043976e-01,1.4297643367e-04,1.5727877449e+00,2.2814674355e+00,4.7222196753e-05,5.4697976646e+00,7.5729966661e+02
9.9250279940e+02,2.3063115481e+03,6.6743099271e+03,3.2784715370e-01,-8.6483498414e+00,5.7300791047e+00,-1.2381485624e-03,1.0374380129e+01,7.0615498347e+03,-2.6096811907e+00,7.6338405130e+04,2.9927169484e-05,2.0994920053e+05,7.0937115536e+04,-1.0142377366e+01,2.0219447921e-02,7.0937114811e+04,9.1354194777e-01,6.9357115480e-01,5.9457374124e-01,9.8995264299e-05,1.2629510454e+04,1.4607674044e+05,6.6000698177e+03,3.1050228432e+04,5.2939462453e-01,1.1510533126e-01,1.0183829686e-02,2.5245094334e-01,1.4297730491e-04,1.5727898851e+00,2.2814861153e+00,4.5294579800e-05,5.4836978122e+00,7.8354983454e+02
1.0027613718e+03,2.2174566191e+03,6.7326948483e+03,3.1512625358e-01,-8.6744885290e+00,5.6526159170e+00,-1.2418724802e-03,1.0353686275e+01,7.0884620248e+03,-2.6099342029e+00,7.6331004734e+04,2.9931521810e-05,2.0991867193e+05,7.0937115536e+04,-1.0142436126e+01,2.0239279369e-02,7.0937114811e+04,9.1353316885e-01,6.9355488490e-01,5.9457923142e-01,9.8993344791e-05,1.2629510454e+04,1.4606190937e+05,6.6001000976e+03,3.1048723360e+04,5.4391682059e-01,1.1842054066e-01,1.0492116559e-02,2.5935788145e-01,1.4297813421e-04,1.5727918289e+00,2.2815042132e+00,4.3371796869e-05,5.4974880960e+00,8.1046202464e+02
1.0130199443e+03,2.1283403116e+03,6.7902862401e+03,3.0236812122e-01,-8.6993109179e+00,5.5753788628e+00,-1.2454077534e-03,1.0332611551e+01,7.1160255618e+03,-2.6101893864e+00,7.6323542284e+04,2.9935911700e-05,2.0988788884e+05,7.0937115536e+04,-1.0142491963e+01,2.0257227869e-02,7.0937114811e+04,9.1352431451e-01,6.9353878653e-01,5.9458440526e-01,9.8991437072e-05,1.2629510454e+04,1.4604695393e+05,6.6001306379e+03,3.1047205594e+04,5.5832810068e-01,1.2172350776e-01,1.0800515172e-02,2.6621055775e-01,1.4297892158e-04,1.5727935875e+00,2.2815217412e+00,4.1454659067e-05,5.5111670761e+00,8.3802556169e+02
1.0232785167e+03,2.0389760348e+03,6.8470865851e+03,2.8957467826e-01,-8.7228355303e+00,5.4983994299e+00,-1.2487570507e-03,1.0311171492e+01,7.1442297036e+03,-2.6104464400e+00,7.6316026618e+04,2.9940333979e-05,2.0985688776e+05,7.0937115536e+04,-1.0142544896e+01,2.0273407282e-02,7.0937114811e+04,9.1351539519e-01,6.9352286696e-01,5.9458927039e-01,9.8989541406e-05,1.2629510454e+04,1.4603189183e+05,6.6001614025e+03,3.1045676930e+04,5.7262714279e-01,1.2501402637e-01,1.1109024711e-02,2.7300833266e-01,1.4297966779e-04,1.5727951723e+00,2.2815387118e+00,3.9543947293e-05,5.5247334375e+00,8.6622970350e+02
1.0335370891e+03,1.9493770032e+03,6.9030986823e+03,2.7674781835e-01,-8.7450817295e+00,5.4217078741e+00,-1.2519231607e-03,1.0289381531e+01,7.1730636547e+03,-2.6107050711e+00,7.6308466325e+04,2.9944783616e-05,2.0982570413e+05,7.0937115536e+04,-1.0142594947e+01,2.0287929281e-02,7.0937114811e+04,9.1350642105e-01,6.9350713289e-01,5.9459383459e-01,9.8987658051e-05,1.2629510454e+04,1.4601674029e+05,6.6001923566e+03,3.1044139112e+04,5.8681273831e-01,1.2829190029e-01,1.1417644189e-02,2.7975062240e-01,1.4298037362e-04,1.5727965942e+00,2.2815551374e+00,3.7640411866e-05,5.5381859704e+00,8.9506365457e+02
1.0437956615e+03,1.8595562289e+03,6.9583256347e+03,2.6388940594e-01,-8.7660696478e+00,5.3453332094e+00,-1.2549089824e-03,1.0267256974e+01,7.2025165794e+03,-2.6109649956e+00,7.6300869729e+04,2.9949255729e-05,2.0979437232e+05,7.0937115536e+04,-1.0142642146e+01,2.0300903101e-02,7.0937114811e+04,9.1349740194e-01,6.9349159049e-01,5.9459810583e-01,9.8985787257e-05,1.2629510454e+04,1.4600151599e+05,6.6002234661e+03,3.1042593834e+04,6.0088378984e-01,1.3155694326e-01,1.1726372463e-02,2.8643689783e-01,1.4298103907e-04,1.5727978640e+00,2.2815710313e+00,3.5744772274e-05,5.5515235795e+00,9.2451657930e+02
1.0540542340e+03,1.7695265139e+03,7.0127708367e+03,2.5100127523e-01,-8.7858201160e+00,5.2693032013e+00,-1.2577175142e-03,1.0244812976e+01,7.2325776149e+03,-2.6112259389e+00,7.6293244882e+04,2.9953745593e-05,2.0976292556e+05,7.0937115536e+04,-1.0142686528e+01,2.0312435316e-02,7.0937114811e+04,9.1348834739e-01,6.9347624541e-01,5.9460209222e-01,9.8983929268e-05,1.2629510454e+04,1.4598623507e+05,6.6002546981e+03,3.1041042731e+04,6.1483930875e-01,1.3480897890e-01,1.2035208237e-02,2.9306668328e-01,1.4298166491e-04,1.5727989923e+00,2.2815864065e+00,3.3857717017e-05,5.5647452790e+00,9.5457761477e+02
1.0643128064e+03,1.6793004431e+03,7.0664379611e+03,2.3808522921e-01,-8.8043545942e+00,5.1936443650e+00,-1.2603518447e-03,1.0222064527e+01,7.2632358831e+03,-2.6114876355e+00,7.6285599552e+04,2.9958248645e-05,2.0973139591e+05,7.0937115536e+04,-1.0142728129e+01,2.0322629639e-02,7.0937114811e+04,9.1347926660e-01,6.9346110274e-01,5.9460580194e-01,9.8982084317e-05,1.2629510455e+04,1.4597091308e+05,6.6002860208e+03,3.1039487384e+04,6.2867841261e-01,1.3804784054e-01,1.2344150079e-02,2.9963955523e-01,1.4298225193e-04,1.5727999891e+00,2.2816012765e+00,3.1979903558e-05,5.5778501866e+00,9.8523588301e+02
1.0745713788e+03,1.5888903782e+03,7.1193309463e+03,2.2514303873e-01,-8.8216951039e+00,5.1183819669e+00,-1.2628151423e-03,1.0199026427e+01,7.2944805029e+03,-2.6117498299e+00,7.6277941219e+04,2.9962760487e-05,2.0969981421e+05,7.0937115536e+04,-1.0142766992e+01,2.0331586752e-02,7.0937114811e+04,9.1347016846e-01,6.9344616711e-01,5.9460924327e-01,9.8980252632e-05,1.2629510455e+04,1.4595556503e+05,6.6003174038e+03,3.1037929313e+04,6.4240032253e-01,1.4127337119e-01,1.2653196430e-02,3.0615514101e-01,1.4298279934e-04,1.5728008646e+00,2.2816156548e+00,3.0111958369e-05,5.5908375329e+00,1.0164805028e+03
1.0848299513e+03,1.4983084526e+03,7.1714539833e+03,2.1217644178e-01,-8.8378641625e+00,5.0435400304e+00,-1.2651106465e-03,1.0175713272e+01,7.3263006012e+03,-2.6120122762e+00,7.6270277065e+04,2.9967276892e-05,2.0966821009e+05,7.0937115536e+04,-1.0142803163e+01,2.0339404162e-02,7.0937114811e+04,9.1346106148e-01,6.9343144263e-01,5.9461242454e-01,9.8978434431e-05,1.2629510455e+04,1.4594020531e+05,6.6003488175e+03,3.1036369980e+04,6.5600436033e-01,1.4448542334e-01,1.2962345612e-02,3.1261311738e-01,1.4298331026e-04,1.5728016281e+00,2.2816295549e+00,2.8254477062e-05,5.6037066407e+00,1.0483006011e+03
1.0950885237e+03,1.4075665663e+03,7.2228115035e+03,1.9918714282e-01,-8.8528847196e+00,4.9691413439e+00,-1.2672416579e-03,1.0152139438e+01,7.3586853237e+03,-2.6122747388e+00,7.6262613975e+04,2.9971793804e-05,2.0963661195e+05,7.0937115536e+04,-1.0142836691e+01,2.0346176075e-02,7.0937114811e+04,9.1345195385e-01,6.9341693293e-01,5.9461535410e-01,9.8976629926e-05,1.2629510455e+04,1.4592484772e+05,6.6003802338e+03,3.1034810785e+04,6.6948994564e-01,1.4768385887e-01,1.3271595846e-02,3.1901320912e-01,1.4298378235e-04,1.5728022892e+00,2.2816429904e+00,2.6408024607e-05,5.6164569341e+00,1.0806853237e+03
1.1053470961e+03,1.3166763821e+03,7.2734081657e+03,1.8617681215e-01,-8.8667800949e+00,4.8952074733e+00,-1.2692115300e-03,1.0128319064e+01,7.3916238455e+03,-2.6125369922e+00,7.6254958529e+04,2.9976307344e-05,2.0960504691e+05,7.0937115536e+04,-1.0142867628e+01,2.0351993301e-02,7.0937114811e+04,9.1344285338e-01,6.9340264116e-01,5.9461804029e-01,9.8974839318e-05,1.2629510455e+04,1.4590950543e+05,6.6004116257e+03,3.1033253068e+04,6.8285659290e-01,1.5086854886e-01,1.3580945253e-02,3.2535518750e-01,1.4298422028e-04,1.5728028566e+00,2.2816559750e+00,2.4573135623e-05,5.6290879321e+00,1.1136238455e+03
1.1156056685e+03,1.2256493215e+03,7.3232488435e+03,1.7314708542e-01,-8.8795739197e+00,4.8217587760e+00,-1.2710236605e-03,1.0104266045e+01,7.4251053807e+03,-2.6127988213e+00,7.6247317007e+04,2.9980813805e-05,2.0957354087e+05,7.0937115536e+04,-1.0142896030e+01,2.0356943177e-02,7.0937114811e+04,9.1343376756e-01,6.9338857005e-01,5.9462049144e-01,9.8973062800e-05,1.2629510455e+04,1.4589419105e+05,6.6004429673e+03,3.1031698105e+04,6.9610390833e-01,1.5403937346e-01,1.3890391874e-02,3.3163886878e-01,1.4298462016e-04,1.5728033390e+00,2.2816685223e+00,2.2750314746e-05,5.6415992430e+00,1.1471053806e+03
1.1258642410e+03,1.1344965628e+03,7.3723386137e+03,1.6009956325e-01,-8.8912900791e+00,4.7488144188e+00,-1.2726814829e-03,1.0079994012e+01,7.4591191914e+03,-2.6130600208e+00,7.6239695382e+04,2.9985309656e-05,2.0954211843e+05,7.0937115536e+04,-1.0142921954e+01,2.0361109509e-02,7.0937114811e+04,9.1342470348e-01,6.9337472188e-01,5.9462271584e-01,9.8971300556e-05,1.2629510455e+04,1.4587891653e+05,6.6004742343e+03,3.1030147113e+04,7.0923158679e-01,1.5719622169e-01,1.4199933669e-02,3.3786411270e-01,1.4298498510e-04,1.5728037446e+00,2.2816806458e+00,2.0940037059e-05,5.6539905728e+00,1.1811191913e+03
1.1361228134e+03,1.0432290378e+03,7.4206827431e+03,1.4703581090e-01,-8.9019526581e+00,4.6763923970e+00,-1.2741884592e-03,1.0055516327e+01,7.4936545971e+03,-2.6133203960e+00,7.6232099327e+04,2.9989791543e-05,2.0951080298e+05,7.0937115536e+04,-1.0142945459e+01,2.0364572536e-02,7.0937114811e+04,9.1341566792e-01,6.9336109850e-01,5.9462472173e-01,9.8969552760e-05,1.2629510455e+04,1.4586369325e+05,6.6005054031e+03,3.1028601248e+04,7.2223940863e-01,1.6033899127e-01,1.4509568537e-02,3.4403082085e-01,1.4298531587e-04,1.5728040814e+00,2.2816923587e+00,1.9142748576e-05,5.6662617045e+00,1.2156545971e+03
1.1463813858e+03,9.5185743050e+02,7.4682866778e+03,1.3395735798e-01,-8.9115858894e+00,4.6045095567e+00,-1.2755480717e-03,1.0030846073e+01,7.5287009827e+03,-2.6135797622e+00,7.6224534213e+04,2.9994256283e-05,2.0947961663e+05,7.0937115536e+04,-1.0142966606e+01,2.0367408914e-02,7.0937114811e+04,9.1340666729e-01,6.9334770140e-01,5.9462651725e-01,9.8967819580e-05,1.2629510455e+04,1.4584853197e+05,6.6005364518e+03,3.1027061603e+04,7.3512723654e-01,1.6346758847e-01,1.4819294318e-02,3.5013893516e-01,1.4298561481e-04,1.5728043568e+00,2.2817036746e+00,1.7358866792e-05,5.6784125063e+00,1.2507009827e+03
