time,ECI_X,ECI_Y,ECI_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega
1.7127726756e+03,4.7028840291e+03,8.8219575413e+03,4.7028840291e-01,-5.5714525489e+00,2.9660272470e+00,-5.5714525489e-04,6.3117669036e+00,9.9972022723e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,3.5527136788e-15,6.3100000000e+04,7.0186362161e-04,-6.9470320196e-04,-9.9999998501e-05,-6.9470320196e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.0796579676e+00,-2.2029612283e+00,-2.2023949997e+00,-5.6622867880e-04,9.9999999738e-05,1.5707963268e+00,4.8553533058e+00
1.7335915112e+03,4.5864898016e+03,8.8829426187e+03,4.5864898016e-01,-5.6100136187e+00,2.8925325268e+00,-5.6100136187e-04,6.3118141239e+00,9.9971275113e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,3.5527136788e-15,6.3100000000e+04,7.0186362161e-04,-6.9470320196e-04,-9.9999998493e-05,-6.9470320196e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.0928021047e+00,-2.1898116858e+00,-2.1892400529e+00,-5.7163302661e-04,9.9999999738e-05,1.5707963268e+00,4.8553533058e+00
1.7544103467e+03,4.4693028505e+03,8.9423923782e+03,4.4693028505e-01,-5.6476059181e+00,2.8185362022e+00,-5.6476059181e-04,6.3118617894e+00,9.9970520462e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,3.9968028887e-15,6.3100000000e+04,7.0186362160e-04,-6.9470320195e-04,-9.9999998485e-05,-6.9470320195e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.1059464393e+00,-2.1766620446e+00,-2.1760851061e+00,-5.7693857399e-04,9.9999999738e-05,1.5707963268e+00,4.8553533057e+00
1.7752291822e+03,4.3513434126e+03,9.0002965094e+03,4.3513434126e-01,-5.6842229137e+00,2.7440510250e+00,-5.6842229137e-04,6.3119098919e+00,9.9969758898e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,4.4408920985e-15,6.3100000000e+04,7.0186362160e-04,-6.9470320195e-04,-9.9999998478e-05,-6.9470320195e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.1190909733e+00,-2.1635123036e+00,-2.1629301593e+00,-5.8214440167e-04,9.9999999738e-05,1.5707963268e+00,4.8553533057e+00
1.7960480177e+03,4.2326318592e+03,9.0566449686e+03,4.2326318592e-01,-5.7198582390e+00,2.6690898322e+00,-5.7198582390e-04,6.3119584230e+00,9.9968990553e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,3.9968028887e-15,6.3100000000e+04,7.0186362159e-04,-6.9470320195e-04,-9.9999998470e-05,-6.9470320195e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.1322357084e+00,-2.1503624620e+00,-2.1497752125e+00,-5.8724960758e-04,9.9999999738e-05,1.5707963268e+00,4.8553533057e+00
1.8168668532e+03,4.1131886923e+03,9.1114279801e+03,4.1131886923e-01,-5.7545056963e+00,2.5936655440e+00,-5.7545056963e-04,6.3120073744e+00,9.9968215561e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,3.1086244690e-15,6.3100000000e+04,7.0186362159e-04,-6.9470320195e-04,-9.9999998462e-05,-6.9470320195e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.1453806465e+00,-2.1372125189e+00,-2.1366202657e+00,-5.9225330695e-04,9.9999999738e-05,1.5707963268e+00,4.8553533057e+00
1.8376856887e+03,3.9930345413e+03,9.1646360378e+03,3.9930345413e-01,-5.7881592575e+00,2.5177911616e+00,-5.7881592575e-04,6.3120567376e+00,9.9967434054e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,2.2204460493e-15,6.3100000000e+04,7.0186362159e-04,-6.9470320194e-04,-9.9999998453e-05,-6.9470320194e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.1585257892e+00,-2.1240624735e+00,-2.1234653189e+00,-5.9715463251e-04,9.9999999738e-05,1.5707963268e+00,4.8553533057e+00
1.8585045243e+03,3.8721901592e+03,9.2162599075e+03,3.8721901592e-01,-5.8208130651e+00,2.4414797649e+00,-5.8208130651e-04,6.3121065041e+00,9.9966646168e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,3.1086244690e-15,6.3100000000e+04,7.0186362158e-04,-6.9470320194e-04,-9.9999998446e-05,-6.9470320194e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.1716711383e+00,-2.1109123248e+00,-2.1103103721e+00,-6.0195273462e-04,9.9999999738e-05,1.5707963268e+00,4.8553533057e+00
1.8793233598e+03,3.7506764192e+03,9.2662906277e+03,3.7506764192e-01,-5.8524614332e+00,2.3647445105e+00,-5.8524614332e-04,6.3121566655e+00,9.9965852039e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,2.2204460493e-15,6.3100000000e+04,7.0186362158e-04,-6.9470320194e-04,-9.9999998437e-05,-6.9470320194e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.1848166955e+00,-2.0977620720e+00,-2.0971554253e+00,-6.0664678144e-04,9.9999999738e-05,1.5707963268e+00,4.8553533057e+00
1.9001421953e+03,3.6285143110e+03,9.3147195119e+03,3.6285143110e-01,-5.8830988488e+00,2.2875986290e+00,-5.8830988488e-04,6.3122072128e+00,9.9965051804e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,2.6645352591e-15,6.3100000000e+04,7.0186362158e-04,-6.9470320194e-04,-9.9999998429e-05,-6.9470320194e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.1979624623e+00,-2.0846117144e+00,-2.0840004785e+00,-6.1123595903e-04,9.9999999738e-05,1.5707963268e+00,4.8553533057e+00
1.9209610308e+03,3.5057249374e+03,9.3615381496e+03,3.5057249374e-01,-5.9127199724e+00,2.2100554234e+00,-5.9127199724e-04,6.3122581376e+00,9.9964245601e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,1.3322676296e-15,6.3100000000e+04,7.0186362157e-04,-6.9470320193e-04,-9.9999998421e-05,-6.9470320193e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.2111084403e+00,-2.0714612511e+00,-2.0708455317e+00,-6.1571947155e-04,9.9999999738e-05,1.5707963268e+00,4.8553533057e+00
1.9417798663e+03,3.3823295104e+03,9.4067384080e+03,3.3823295104e-01,-5.9413196393e+00,2.1321282660e+00,-5.9413196393e-04,6.3123094310e+00,9.9963433569e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,1.3322676296e-15,6.3100000000e+04,7.0186362157e-04,-6.9470320193e-04,-9.9999998413e-05,-6.9470320193e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.2242546312e+00,-2.0583106814e+00,-2.0576905849e+00,-6.2009654134e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
1.9625987018e+03,3.2583493479e+03,9.4503124337e+03,3.2583493479e-01,-5.9688928603e+00,2.0538305971e+00,-5.9688928603e-04,6.3123610841e+00,9.9962615849e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,4.4408920985e-16,6.3100000000e+04,7.0186362157e-04,-6.9470320193e-04,-9.9999998405e-05,-6.9470320193e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.2374010364e+00,-2.0451600044e+00,-2.0445356381e+00,-6.2436640912e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
1.9834175373e+03,3.1338058697e+03,9.4922526533e+03,3.1338058697e-01,-5.9954348227e+00,1.9751759217e+00,-5.9954348227e-04,6.3124130880e+00,9.9961792582e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,6.6613381478e-16,6.3100000000e+04,7.0186362156e-04,-6.9470320193e-04,-9.9999998397e-05,-6.9470320193e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.2505476574e+00,-2.0320092196e+00,-2.0313806913e+00,-6.2852833406e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.0042363729e+03,3.0087205938e+03,9.5325517756e+03,3.0087205938e-01,-6.0209408908e+00,1.8961778079e+00,-6.0209408908e-04,6.3124654338e+00,9.9960963909e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,6.6613381478e-16,6.3100000000e+04,7.0186362156e-04,-6.9470320193e-04,-9.9999998389e-05,-6.9470320193e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.2636944957e+00,-2.0188583260e+00,-2.0182257445e+00,-6.3258159395e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.0250552084e+03,2.8831151332e+03,9.5712027923e+03,2.8831151332e-01,-6.0454066076e+00,1.8168498845e+00,-6.0454066076e-04,6.3125181124e+00,9.9960129975e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,0.0000000000e+00,6.3100000000e+04,7.0186362156e-04,-6.9470320192e-04,-9.9999998380e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.2768415527e+00,-2.0057073231e+00,-2.0050707977e+00,-6.3652548532e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.0436941331e+03,2.7702380775e+03,9.6044029199e+03,2.7702380775e-01,-6.0664243927e+00,1.7455596646e+00,-6.0664243927e-04,6.3125655500e+00,9.9959379015e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,0.0000000000e+00,6.3100000000e+04,7.0186362156e-04,-6.9470320192e-04,-9.9999998376e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.2886121865e+00,-1.9939332498e+00,-1.9932932868e+00,-6.3996306606e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.0623330577e+03,2.6569770992e+03,9.6362719895e+03,2.6569770992e-01,-6.0866019078e+00,1.6740259169e+00,-6.0866019078e-04,6.3126132406e+00,9.9958624056e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,6.6613381478e-16,6.3100000000e+04,7.0186362156e-04,-6.9470320192e-04,-9.9999998372e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.3003829977e+00,-1.9821590878e+00,-1.9815157759e+00,-6.4331195542e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.0809719824e+03,2.5433478867e+03,9.6668055543e+03,2.5433478867e-01,-6.1059363207e+00,1.6022585358e+00,-6.1059363207e-04,6.3126611774e+00,9.9957865204e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,6.6613381478e-16,6.3100000000e+04,7.0186362155e-04,-6.9470320192e-04,-9.9999998368e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.3121539872e+00,-1.9703848366e+00,-1.9697382650e+00,-6.4657168726e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.0996109071e+03,2.4293661799e+03,9.6959993519e+03,2.4293661799e-01,-6.1244249156e+00,1.5302674493e+00,-6.1244249156e-04,6.3127093540e+00,9.9957102563e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,2.2204460493e-16,6.3100000000e+04,7.0186362155e-04,-6.9470320192e-04,-9.9999998364e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.3239251558e+00,-1.9586104958e+00,-1.9579607541e+00,-6.4974180776e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.1182498318e+03,2.3150477685e+03,9.7238493057e+03,2.3150477685e-01,-6.1420650933e+00,1.4580626168e+00,-6.1420650933e-04,6.3127577636e+00,9.9956336239e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,0.0000000000e+00,6.3100000000e+04,7.0186362155e-04,-6.9470320192e-04,-9.9999998360e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.3356965045e+00,-1.9468360650e+00,-1.9461832431e+00,-6.5282187550e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.1368887564e+03,2.2004084893e+03,9.7503515246e+03,2.2004084893e-01,-6.1588543717e+00,1.3856540286e+00,-6.1588543717e-04,6.3128063995e+00,9.9955566339e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-2.2204460493e-16,6.3100000000e+04,7.0186362155e-04,-6.9470320192e-04,-9.9999998355e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.3474680341e+00,-1.9350615436e+00,-1.9344057322e+00,-6.5581146152e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.1555276811e+03,2.0854642244e+03,9.7755023041e+03,2.0854642244e-01,-6.1747903861e+00,1.3130517037e+00,-6.1747903861e-04,6.3128552550e+00,9.9954792968e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-6.6613381478e-16,6.3100000000e+04,7.0186362155e-04,-6.9470320192e-04,-9.9999998350e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.3592397454e+00,-1.9232869314e+00,-1.9226282213e+00,-6.5871014935e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.1741666058e+03,1.9702308988e+03,9.7992981269e+03,1.9702308988e-01,-6.1898708898e+00,1.2402656893e+00,-6.1898708898e-04,6.3129043233e+00,9.9954016234e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-8.8817841970e-16,6.3100000000e+04,7.0186362155e-04,-6.9470320192e-04,-9.9999998346e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.3710116393e+00,-1.9115122279e+00,-1.9108507104e+00,-6.6151753510e-04,9.9999999738e-05,1.5707963268e+00,4.8553533056e+00
2.1928055305e+03,1.8547244783e+03,9.8217356630e+03,1.8547244783e-01,-6.2040937540e+00,1.1673060584e+00,-6.2040937540e-04,6.3129535977e+00,9.9953236245e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-6.6613381478e-16,6.3100000000e+04,7.0186362155e-04,-6.9470320192e-04,-9.9999998342e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.3827837166e+00,-1.8997374327e+00,-1.8990731995e+00,-6.6423322753e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.2114444552e+03,1.7389609674e+03,9.8428117704e+03,1.7389609674e-01,-6.2174569683e+00,1.0941829094e+00,-6.2174569683e-04,6.3130030713e+00,9.9952453108e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-2.2204460493e-16,6.3100000000e+04,7.0186362155e-04,-6.9470320192e-04,-9.9999998338e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.3945559779e+00,-1.8879625454e+00,-1.8872956886e+00,-6.6685684803e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.2300833798e+03,1.6229564069e+03,9.8625234956e+03,1.6229564069e-01,-6.2299586412e+00,1.0209063639e+00,-6.2299586412e-04,6.3130527373e+00,9.9951666933e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,4.4408920985e-16,6.3100000000e+04,7.0186362155e-04,-6.9470320192e-04,-9.9999998333e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4063284241e+00,-1.8761875656e+00,-1.8755181777e+00,-6.6938803079e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.2466449843e+03,1.5196913660e+03,9.8788913347e+03,1.5196913660e-01,-6.2403426969e+00,9.5567602642e-01,-6.2403426969e-04,6.3130970238e+00,9.9950965915e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,2.2204460493e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998331e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4167889792e+00,-1.8657248372e+00,-1.8650532780e+00,-6.7155926760e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.2632065888e+03,1.4162600009e+03,9.8941779673e+03,1.4162600009e-01,-6.2500439829e+00,8.9033971806e-01,-6.2500439829e-04,6.3131414519e+00,9.9950262661e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,1.1102230246e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998329e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4272496813e+00,-1.8552620352e+00,-1.8545883783e+00,-6.7365700487e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.2797681933e+03,1.3126736284e+03,9.9083816976e+03,1.3126736284e-01,-6.2590614091e+00,8.2490458114e-01,-6.2590614091e-04,6.3131860168e+00,9.9949557246e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-1.1102230246e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998328e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4377105308e+00,-1.8447991595e+00,-1.8441234785e+00,-6.7568101144e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.2963297978e+03,1.2089435828e+03,9.9215009480e+03,1.2089435828e-01,-6.2673939603e+00,7.5937776931e-01,-6.2673939603e-04,6.3132307136e+00,9.9948849750e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-1.1102230246e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998325e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4481715282e+00,-1.8343362098e+00,-1.8336585788e+00,-6.7763106423e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.3128914023e+03,1.1050812147e+03,9.9335342596e+03,1.1050812147e-01,-6.2750406958e+00,6.9376644688e-01,-6.2750406958e-04,6.3132755374e+00,9.9948140248e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-3.3306690739e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998323e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4586326739e+00,-1.8238731860e+00,-1.8231936791e+00,-6.7950694823e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.3294530067e+03,1.0010978894e+03,9.9444802921e+03,1.0010978894e-01,-6.2820007499e+00,6.2807778798e-01,-6.2820007499e-04,6.3133204832e+00,9.9947428818e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-4.4408920985e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998321e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4690939684e+00,-1.8134100878e+00,-1.8127287794e+00,-6.8130845654e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.3460146112e+03,8.9700498631e+02,9.9543378241e+03,8.9700498631e-02,-6.2882733318e+00,5.6231897582e-01,-6.2882733318e-04,6.3133655463e+00,9.9946715539e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-3.3306690739e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998319e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4795554119e+00,-1.8029469150e+00,-1.8022638797e+00,-6.8303539037e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.3608824286e+03,8.0347389623e+02,9.9622590895e+03,8.0347389623e-02,-6.2933182103e+00,5.0323160253e-01,-6.2933182103e-04,6.3134060964e+00,9.9946073697e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-4.4408920985e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998318e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4889470709e+00,-1.7935537674e+00,-1.7928692454e+00,-6.8452202618e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.3757502460e+03,7.0987192575e+02,9.9693015096e+03,7.0987192575e-02,-6.2978080002e+00,4.4409869542e-01,-6.2978080002e-04,6.3134467334e+00,9.9945430483e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-3.3306690739e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998316e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.4983388506e+00,-1.7841605593e+00,-1.7834746111e+00,-6.8594827521e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.3906180633e+03,6.1620733099e+02,9.9754644462e+03,6.1620733099e-02,-6.3017422842e+00,3.8492546707e-01,-6.3017422842e-04,6.3134874537e+00,9.9944785955e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-3.3306690739e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998315e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.5077307513e+00,-1.7747672907e+00,-1.7740799768e+00,-6.8731401047e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.4054858807e+03,5.2248837390e+02,9.9807473387e+03,5.2248837390e-02,-6.3051206937e+00,3.2571713402e-01,-6.3051206937e-04,6.3135282538e+00,9.9944140170e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-1.1102230246e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998314e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.5171227733e+00,-1.7653739615e+00,-1.7646853425e+00,-6.8861911030e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.4203536981e+03,4.2872332157e+02,9.9851497039e+03,4.2872332157e-02,-6.3079429094e+00,2.6647891629e-01,-6.3079429094e-04,6.3135691300e+00,9.9943493183e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-2.2204460493e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998313e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.5265149167e+00,-1.7559805716e+00,-1.7552907082e+00,-6.8986345839e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.4332098065e+03,3.4761447464e+02,9.9882462109e+03,3.4761447464e-02,-6.3099346516e+00,2.1523592888e-01,-6.3099346516e-04,6.3136045340e+00,9.9942932814e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-2.7755575616e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998313e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.5346363424e+00,-1.7478581171e+00,-1.7471672268e+00,-6.9089037510e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.4460659149e+03,2.6648269695e+02,9.9906838322e+03,2.6648269695e-02,-6.3115101820e+00,1.6397788049e-01,-6.3115101820e-04,6.3136399898e+00,9.9942371627e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-2.7755575616e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998312e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.5427578592e+00,-1.7397356171e+00,-1.7390437454e+00,-6.9187171647e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
2.4589220234e+03,1.8533334014e+02,9.9924623957e+03,1.8533334014e-02,-6.3126693826e+00,1.1270815078e-01,-6.3126693826e-04,6.3136754953e+00,9.9941809658e+03,-1.9935729602e+01,9.9930578906e+03,6.3187716614e-04,9.9436815317e+03,6.3100000316e+04,-6.3100000000e+00,-2.7755575616e-16,6.3100000000e+04,7.0186362154e-04,-6.9470320192e-04,-9.9999998312e-05,-6.9470320192e-08,9.9930529679e+03,1.0000071654e+04,9.9860441268e+03,9.9930554293e+03,4.5508794673e+00,-1.7316130714e+00,-1.7309202641e+00,-6.9280741699e-04,9.9999999738e-05,1.5707963268e+00,4.8553533055e+00
