time,ECI_X,ECI_Y,ECI_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega
5.9297530792e+03,-8.2358332634e+03,-6.5804612181e+03,-8.2358332634e-01,3.4396403118e+00,-6.1258741226e+00,3.4396403118e-04,7.0254864144e+00,1.0541888828e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-5.7731597281e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363013e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,6.5451552851e-01,4.6648612319e-01,3.1244803001e-01,1.6250836542e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
5.9518766630e+03,-8.1590543666e+03,-6.7154373782e+03,-8.1590543666e-01,3.5010993874e+00,-6.0760330333e+00,3.5010993874e-04,7.0125512094e+00,1.0567273442e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-5.7731597281e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363013e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,6.6903036409e-01,4.7722225051e-01,3.1990889158e-01,1.6590131587e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
5.9749409107e+03,-8.0775756613e+03,-6.8549707590e+03,-8.0775756613e-01,3.5640835829e+00,-6.0233925176e+00,3.5640835829e-04,6.9988534300e+00,1.0594236798e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.5495165675e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363013e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,6.8408758790e-01,4.8838717884e-01,3.2768697857e-01,1.6940580033e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
5.9980051583e+03,-7.9946571364e+03,-6.9932822961e+03,-7.9946571364e-01,3.6259514544e+00,-5.9700865985e+00,3.6259514544e-04,6.9849451018e+00,1.0621701400e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.5495165675e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363013e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,6.9906765278e-01,4.9952346366e-01,3.3546506556e-01,1.7287650334e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.0210694060e+03,-7.9103245961e+03,-7.1303569797e+03,-7.9103245961e-01,3.6866982132e+00,-5.9161444815e+00,3.6866982132e-04,6.9708327607e+00,1.0649658516e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.5495165675e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363013e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,7.1396975780e-01,5.1063073264e-01,3.4324315255e-01,1.7631307120e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.0441336536e+03,-7.8246039443e+03,-7.2661804708e+03,-7.8246039443e-01,3.7463199870e+00,-5.8615951353e+00,3.7463199870e-04,6.9565229185e+00,1.0678099369e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.5495165675e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363013e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,7.2879315280e-01,5.2170862947e-01,3.5102123954e-01,1.7971517210e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.0682012770e+03,-7.7337022424e+03,-7.4065639546e+03,-7.7337022424e-01,3.8073328440e+00,-5.8040563148e+00,3.8073328440e-04,6.9413869821e+00,1.0708283737e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.1054273576e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363013e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,7.4417674013e-01,5.3323676910e-01,3.5913770063e-01,1.8322819237e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.0922689004e+03,-7.6413469111e+03,-7.5455553590e+03,-7.6413469111e-01,3.8671150900e+00,-5.7459198047e+00,3.8671150900e-04,6.9260503659e+00,1.0738975225e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.5495165675e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363013e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,7.5947312002e-01,5.4473218646e-01,3.6725416171e-01,1.8670301625e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.1163365238e+03,-7.5475675871e+03,-7.6831406835e+03,-7.5475675871e-01,3.9256653446e+00,-5.6872174947e+00,3.9256653446e-04,6.9105203410e+00,1.0770163778e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.5495165675e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363013e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,7.7468161176e-01,5.5619453163e-01,3.7537062279e-01,1.9013934074e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.1404041472e+03,-7.4523939282e+03,-7.8193066902e+03,-7.4523939282e-01,3.9829831932e+00,-5.6279808632e+00,3.9829831932e-04,6.8948041214e+00,1.0801839331e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.5495165675e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363014e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,7.8980159105e-01,5.6762347297e-01,3.8348708387e-01,1.9353688712e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.1655400684e+03,-7.3515393478e+03,-7.9599880110e+03,-7.3515393478e-01,4.0415301262e+00,-5.5655780723e+00,4.0415301262e-04,6.8781992704e+00,1.0835429870e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-8.4376949872e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363014e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,8.0549759736e-01,5.7952371430e-01,3.9196381306e-01,1.9704356746e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.1906759896e+03,-7.2492300075e+03,-8.0990942461e+03,-7.2492300075e-01,4.0987350283e+00,-5.5026611402e+00,4.0987350283e-04,6.8614071898e+00,1.0869529145e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.9936057773e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363014e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,8.2109585391e-01,5.9138684217e-01,4.0044054226e-01,2.0050740962e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.2158119108e+03,-7.1454996090e+03,-8.2366129036e+03,-7.1454996090e-01,4.1546005641e+00,-5.4392642998e+00,4.1546005641e-04,6.8444358528e+00,1.0904125701e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-8.4376949872e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363014e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,8.3659583858e-01,6.0321254095e-01,4.0891727146e-01,2.0392817731e-01,9.9999997517e-05,1.5707963268e+00,4.7320065940e+00
6.2409478320e+03,-7.0403817746e+03,-8.3725323444e+03,-7.0403817746e-01,4.2091303839e+00,-5.3754211736e+00,4.2091303839e-04,6.8272931356e+00,1.0939208101e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.5495165675e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363014e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,8.5199709068e-01,6.1500051548e-01,4.1739400065e-01,2.0730566059e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.2660837531e+03,-6.9339100231e+03,-8.5068417667e+03,-6.9339100231e-01,4.2623290810e+00,-5.3111647498e+00,4.2623290810e-04,6.8099868117e+00,1.0974764942e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.9936057773e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363014e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,8.6729920938e-01,6.2675049077e-01,4.2587072985e-01,2.1063967516e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.2912196743e+03,-6.8261177462e+03,-8.6395311897e+03,-6.8261177462e-01,4.3142021485e+00,-5.2465273606e+00,4.3142021485e-04,6.7925245461e+00,1.1010784855e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.9936057773e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363014e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,8.8250185209e-01,6.3846221159e-01,4.3434745904e-01,2.1393006166e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.3173549933e+03,-6.7126750683e+03,-8.7757685625e+03,-6.7126750683e-01,4.3667387712e+00,-5.1789500252e+00,4.3667387712e-04,6.7742107326e+00,1.1048715803e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-8.4376949872e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363015e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,8.9820315399e-01,6.5059876799e-01,4.4316122083e-01,2.1730486358e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.3434903123e+03,-6.5978778800e+03,-8.9102352249e+03,-6.5978778800e-01,4.4178571993e+00,-5.1110298371e+00,4.4178571993e-04,6.7557448460e+00,1.1087122472e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.3258734069e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363015e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,9.1379634514e-01,6.6269346920e-01,4.5197498261e-01,2.2063222816e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.3696256313e+03,-6.4817631311e+03,-9.0429226620e+03,-6.4817631311e-01,4.4675664064e+00,-5.0428007598e+00,4.4675664064e-04,6.7371350957e+00,1.1125992269e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-1.0214051827e-14,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363015e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,9.2928122924e-01,6.7474609347e-01,4.6078874440e-01,2.2391205683e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.3957609502e+03,-6.3643675253e+03,-9.1738232355e+03,-6.3643675253e-01,4.5158762167e+00,-4.9742959142e+00,4.5158762167e-04,6.7183895429e+00,1.1165312676e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-1.0214051827e-14,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363015e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,9.4465767012e-01,6.8675644024e-01,4.6960250618e-01,2.2714427668e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.4218962692e+03,-6.2457274991e+03,-9.3029301618e+03,-6.2457274991e-01,4.5627972549e+00,-4.9055475670e+00,4.5627972549e-04,6.6995160967e+00,1.1205071262e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-1.0214051827e-14,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363015e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,9.5992558969e-01,6.9872432954e-01,4.7841626796e-01,2.3032883947e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.4480315882e+03,-6.1258792016e+03,-9.4302374889e+03,-6.1258792016e-01,4.6083408974e+00,-4.8365871208e+00,4.6083408974e-04,6.6805225107e+00,1.1245255687e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-1.0214051827e-14,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363015e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,9.7508496584e-01,7.1064960153e-01,4.8723002975e-01,2.3346572074e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.4741669072e+03,-6.0048584750e+03,-9.5557400746e+03,-6.0048584750e-01,4.6525192234e+00,-4.7674451064e+00,4.6525192234e-04,6.6614163797e+00,1.1285853713e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.7699626167e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363016e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,9.9013583040e-01,7.2253211593e-01,4.9604379153e-01,2.3655491892e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.5003022262e+03,-5.8827008372e+03,-9.6794335629e+03,-5.8827008372e-01,4.6953449681e+00,-4.6981511780e+00,4.6953449681e-04,6.6422051370e+00,1.1326853208e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.3258734069e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363016e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.0050782670e+00,7.3437175148e-01,5.0485755331e-01,2.3959645439e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.5264375452e+03,-5.7594414653e+03,-9.8013143615e+03,-5.7594414653e-01,4.7368314762e+00,-4.6287341103e+00,4.7368314762e-04,6.6228960525e+00,1.1368242148e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-8.4376949872e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363016e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.0199124093e+00,7.4616840541e-01,5.1367131510e-01,2.4259036860e-01,9.9999997517e-05,1.5707963268e+00,4.7320065940e+00
6.5525728641e+03,-5.6351151801e+03,-9.9213796184e+03,-5.6351151801e-01,4.7769926568e+00,-4.5592217974e+00,4.7769926568e-04,6.6034962308e+00,1.1410008630e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.5495165675e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363016e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.0346384383e+00,7.5792199288e-01,5.2248507688e-01,2.4553672318e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.5796089412e+03,-5.5054179300e+03,-1.0043670199e+04,-5.5054179300e-01,4.8171587310e+00,-4.4872422520e+00,4.8171587310e-04,6.5833396920e+00,1.1453599345e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.1054273576e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363016e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.0497584779e+00,7.7003527958e-01,5.3160260641e-01,2.4853466404e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.6066450182e+03,-5.3746535246e+03,-1.0164014076e+04,-5.3746535246e-01,4.8559385038e+00,-4.4152186055e+00,4.8559385038e-04,6.5631009685e+00,1.1497568566e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.9936057773e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363016e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.0647633674e+00,7.8210235233e-01,5.4072013593e-01,2.5148190749e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.6336810952e+03,-5.2428592154e+03,-1.0282410434e+04,-5.2428592154e-01,4.8933489847e+00,-4.3431787786e+00,4.8933489847e-04,6.5427873592e+00,1.1541903542e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.9936057773e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363016e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.0796534553e+00,7.9412317408e-01,5.4983766546e-01,2.5437858390e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.6607171722e+03,-5.1100717874e+03,-1.0398859205e+04,-5.1100717874e-01,4.9294076348e+00,-4.2711497008e+00,4.9294076348e-04,6.5224059702e+00,1.1586591677e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-7.9936057773e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363017e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.0944291354e+00,8.0609772582e-01,5.5895519498e-01,2.5722484273e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.6877532493e+03,-4.9763275482e+03,-1.0513361030e+04,-4.9763275482e-01,4.9641323210e+00,-4.1991573200e+00,4.9641323210e-04,6.5019637146e+00,1.1631620535e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-8.4376949872e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363017e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.1090908448e+00,8.1802600589e-01,5.6807272451e-01,2.6002085155e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.7147893263e+03,-4.8416623173e+03,-1.0625917242e+04,-4.8416623173e-01,4.9975412725e+00,-4.1272266127e+00,4.9975412725e-04,6.4814673133e+00,1.1676977840e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.3258734069e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363017e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.1236390618e+00,8.2990802938e-01,5.7719025403e-01,2.6276679505e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.7418254033e+03,-4.7061114170e+03,-1.0736529836e+04,-4.7061114170e-01,5.0296530385e+00,-4.0553815963e+00,5.0296530385e-04,6.4609232957e+00,1.1722651484e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.3258734069e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363017e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.1380743036e+00,8.4174382754e-01,5.8630778356e-01,2.6546287417e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.7688614804e+03,-4.5697096640e+03,-1.0845201441e+04,-4.5697096640e-01,5.0604864482e+00,-3.9836453428e+00,5.0604864482e-04,6.4403380009e+00,1.1768629526e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-8.8817841970e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363017e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.1523971239e+00,8.5353344708e-01,5.9542531308e-01,2.6810930510e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.7958975574e+03,-4.4324913629e+03,-1.0951935300e+04,-4.4324913629e-01,5.0900605722e+00,-3.9120399930e+00,5.0900605722e-04,6.4197175790e+00,1.1814900199e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.7699626167e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363017e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.1666081116e+00,8.6527694967e-01,6.0454284261e-01,2.7070631848e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.8229336344e+03,-4.2944902997e+03,-1.1056735242e+04,-4.2944902997e-01,5.1183946859e+00,-3.8405867723e+00,5.1183946859e-04,6.3990679929e+00,1.1861451906e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.7699626167e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363017e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.1807078879e+00,8.7697441125e-01,6.1366037213e-01,2.7325415844e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.8499697114e+03,-4.1557397368e+03,-1.1159605654e+04,-4.1557397368e-01,5.1455082344e+00,-3.7693060075e+00,5.1455082344e-04,6.3783950201e+00,1.1908273229e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.7699626167e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363017e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.1946971052e+00,8.8862592152e-01,6.2277790166e-01,2.7575308184e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.8770057885e+03,-4.0162724091e+03,-1.1260551466e+04,-4.0162724091e-01,5.1714207992e+00,-3.6982171442e+00,5.1714207992e-04,6.3577042551e+00,1.1955352925e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.7699626167e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363017e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.2085764445e+00,9.0023158329e-01,6.3189543118e-01,2.7820335743e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.9040418655e+03,-3.8761205205e+03,-1.1359578119e+04,-3.8761205205e-01,5.1961520669e+00,-3.6273387650e+00,5.1961520669e-04,6.3370011116e+00,1.2002679929e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.3258734069e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363018e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.2223466139e+00,9.1179151200e-01,6.4101296071e-01,2.8060526503e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.9310779425e+03,-3.7353157418e+03,-1.1456691544e+04,-3.7353157418e-01,5.2197217989e+00,-3.5566886084e+00,5.2197217989e-04,6.3162908251e+00,1.2050243357e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.3258734069e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363018e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.2360083471e+00,9.2330583509e-01,6.5013049023e-01,2.8295909479e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.9581140195e+03,-3.5938892086e+03,-1.1551898143e+04,-3.5938892086e-01,5.2421498035e+00,-3.4862835879e+00,5.2421498035e-04,6.2955784557e+00,1.2098032504e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-9.1038288019e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363018e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.2495624010e+00,9.3477469151e-01,6.5924801976e-01,2.8526514647e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
6.9851500966e+03,-3.4518715207e+03,-1.1645204762e+04,-3.4518715207e-01,5.2634559091e+00,-3.4161398119e+00,5.2634559091e-04,6.2748688909e+00,1.2146036846e+04,-1.3116944938e+01,1.5187903963e+04,3.3723566907e-04,1.8631437548e+04,7.3086097908e+04,-7.3086097543e+00,-8.6597395921e-15,7.3086097543e+04,3.4249666656e-01,-3.4243076191e-01,-6.7185363018e-03,-3.4243076191e-05,1.3406302583e+04,2.0389710442e+04,9.9860974833e+03,1.4269325006e+04,1.2630095545e+00,9.4619823115e-01,6.6836554928e-01,2.8752372868e-01,9.9999999738e-05,1.5707963268e+00,4.7320065940e+00
